species,day,page views
Plains zebra (Equus quagga),18/06/2016,162
Plains zebra (Equus quagga),19/06/2016,233
Plains zebra (Equus quagga),20/06/2016,143
Plains zebra (Equus quagga),21/06/2016,305
Plains zebra (Equus quagga),22/06/2016,290
Plains zebra (Equus quagga),23/06/2016,323
Plains zebra (Equus quagga),24/06/2016,379
Plains zebra (Equus quagga),25/06/2016,269
Plains zebra (Equus quagga),26/06/2016,191
Plains zebra (Equus quagga),27/06/2016,198
Plains zebra (Equus quagga),28/06/2016,321
Plains zebra (Equus quagga),29/06/2016,151
Plains zebra (Equus quagga),30/06/2016,370
Plains zebra (Equus quagga),01/07/2016,322
Plains zebra (Equus quagga),02/07/2016,245
Plains zebra (Equus quagga),03/07/2016,309
Plains zebra (Equus quagga),04/07/2016,486
Plains zebra (Equus quagga),05/07/2016,237
Plains zebra (Equus quagga),06/07/2016,251
Plains zebra (Equus quagga),07/07/2016,222
Plains zebra (Equus quagga),08/07/2016,378
Plains zebra (Equus quagga),09/07/2016,192
Plains zebra (Equus quagga),10/07/2016,191
Plains zebra (Equus quagga),11/07/2016,400
Plains zebra (Equus quagga),12/07/2016,389
Plains zebra (Equus quagga),13/07/2016,327
Plains zebra (Equus quagga),14/07/2016,204
Plains zebra (Equus quagga),15/07/2016,213
Plains zebra (Equus quagga),16/07/2016,506
Plains zebra (Equus quagga),17/07/2016,330
Plains zebra (Equus quagga),18/07/2016,265
Plains zebra (Equus quagga),19/07/2016,236
Plains zebra (Equus quagga),20/07/2016,246
Plains zebra (Equus quagga),21/07/2016,474
Plains zebra (Equus quagga),22/07/2016,241
Plains zebra (Equus quagga),23/07/2016,262
Plains zebra (Equus quagga),24/07/2016,218
Plains zebra (Equus quagga),25/07/2016,458
Plains zebra (Equus quagga),26/07/2016,327
Plains zebra (Equus quagga),27/07/2016,504
Plains zebra (Equus quagga),28/07/2016,264
Plains zebra (Equus quagga),29/07/2016,351
Plains zebra (Equus quagga),30/07/2016,323
Plains zebra (Equus quagga),31/07/2016,190
Plains zebra (Equus quagga),01/08/2016,243
Plains zebra (Equus quagga),02/08/2016,316
Plains zebra (Equus quagga),03/08/2016,425
Plains zebra (Equus quagga),04/08/2016,166
Plains zebra (Equus quagga),05/08/2016,220
Plains zebra (Equus quagga),06/08/2016,271
Plains zebra (Equus quagga),07/08/2016,219
Plains zebra (Equus quagga),08/08/2016,306
Plains zebra (Equus quagga),09/08/2016,231
Plains zebra (Equus quagga),10/08/2016,271
Plains zebra (Equus quagga),11/08/2016,356
Plains zebra (Equus quagga),12/08/2016,239
Plains zebra (Equus quagga),13/08/2016,284
Plains zebra (Equus quagga),14/08/2016,224
Plains zebra (Equus quagga),15/08/2016,192
Plains zebra (Equus quagga),16/08/2016,420
Plains zebra (Equus quagga),17/08/2016,236
Plains zebra (Equus quagga),18/08/2016,215
Plains zebra (Equus quagga),19/08/2016,156
Plains zebra (Equus quagga),20/08/2016,213
Plains zebra (Equus quagga),21/08/2016,202
Plains zebra (Equus quagga),22/08/2016,235
Plains zebra (Equus quagga),23/08/2016,542
Plains zebra (Equus quagga),24/08/2016,329
Plains zebra (Equus quagga),25/08/2016,344
Plains zebra (Equus quagga),26/08/2016,356
Plains zebra (Equus quagga),27/08/2016,198
Plains zebra (Equus quagga),28/08/2016,264
Plains zebra (Equus quagga),29/08/2016,252
Plains zebra (Equus quagga),30/08/2016,267
Plains zebra (Equus quagga),31/08/2016,219
Plains zebra (Equus quagga),01/09/2016,357
Plains zebra (Equus quagga),02/09/2016,176
Plains zebra (Equus quagga),03/09/2016,114
Plains zebra (Equus quagga),04/09/2016,155
Plains zebra (Equus quagga),05/09/2016,189
Plains zebra (Equus quagga),06/09/2016,211
Plains zebra (Equus quagga),07/09/2016,156
Plains zebra (Equus quagga),08/09/2016,274
Plains zebra (Equus quagga),09/09/2016,207
Plains zebra (Equus quagga),10/09/2016,300
Plains zebra (Equus quagga),11/09/2016,196
Plains zebra (Equus quagga),12/09/2016,229
Plains zebra (Equus quagga),13/09/2016,236
Plains zebra (Equus quagga),14/09/2016,210
Plains zebra (Equus quagga),15/09/2016,230
Plains zebra (Equus quagga),16/09/2016,311
Plains zebra (Equus quagga),17/09/2016,224
Plains zebra (Equus quagga),18/09/2016,247
Plains zebra (Equus quagga),19/09/2016,213
Plains zebra (Equus quagga),20/09/2016,208
Plains zebra (Equus quagga),21/09/2016,507
Plains zebra (Equus quagga),22/09/2016,375
Plains zebra (Equus quagga),23/09/2016,273
Plains zebra (Equus quagga),24/09/2016,344
Plains zebra (Equus quagga),25/09/2016,208
Plains zebra (Equus quagga),26/09/2016,202
Plains zebra (Equus quagga),27/09/2016,293
Plains zebra (Equus quagga),28/09/2016,322
Plains zebra (Equus quagga),29/09/2016,264
Plains zebra (Equus quagga),30/09/2016,219
Plains zebra (Equus quagga),01/10/2016,193
Plains zebra (Equus quagga),02/10/2016,219
Plains zebra (Equus quagga),03/10/2016,152
Plains zebra (Equus quagga),04/10/2016,244
Plains zebra (Equus quagga),05/10/2016,252
Plains zebra (Equus quagga),06/10/2016,916
Plains zebra (Equus quagga),07/10/2016,349
Plains zebra (Equus quagga),08/10/2016,287
Plains zebra (Equus quagga),09/10/2016,113
Plains zebra (Equus quagga),10/10/2016,167
Plains zebra (Equus quagga),11/10/2016,118
Plains zebra (Equus quagga),12/10/2016,267
Plains zebra (Equus quagga),13/10/2016,299
Plains zebra (Equus quagga),14/10/2016,639
Plains zebra (Equus quagga),15/10/2016,194
Plains zebra (Equus quagga),16/10/2016,384
Plains zebra (Equus quagga),17/10/2016,501
Plains zebra (Equus quagga),18/10/2016,366
Plains zebra (Equus quagga),19/10/2016,221
Plains zebra (Equus quagga),20/10/2016,383
Plains zebra (Equus quagga),21/10/2016,298
Plains zebra (Equus quagga),22/10/2016,211
Plains zebra (Equus quagga),23/10/2016,296
Plains zebra (Equus quagga),24/10/2016,224
Plains zebra (Equus quagga),25/10/2016,397
Plains zebra (Equus quagga),26/10/2016,322
Plains zebra (Equus quagga),27/10/2016,193
Plains zebra (Equus quagga),28/10/2016,275
Plains zebra (Equus quagga),29/10/2016,205
Plains zebra (Equus quagga),30/10/2016,384
Plains zebra (Equus quagga),31/10/2016,316
Plains zebra (Equus quagga),01/11/2016,190
Plains zebra (Equus quagga),02/11/2016,348
Plains zebra (Equus quagga),03/11/2016,482
Plains zebra (Equus quagga),04/11/2016,233
Plains zebra (Equus quagga),05/11/2016,196
Plains zebra (Equus quagga),06/11/2016,243
Plains zebra (Equus quagga),07/11/2016,382
Plains zebra (Equus quagga),08/11/2016,230
Plains zebra (Equus quagga),09/11/2016,249
Plains zebra (Equus quagga),10/11/2016,310
Plains zebra (Equus quagga),11/11/2016,373
Plains zebra (Equus quagga),12/11/2016,199
Plains zebra (Equus quagga),13/11/2016,212
Plains zebra (Equus quagga),14/11/2016,524
Plains zebra (Equus quagga),15/11/2016,396
Plains zebra (Equus quagga),16/11/2016,792
Plains zebra (Equus quagga),17/11/2016,440
Plains zebra (Equus quagga),18/11/2016,341
Plains zebra (Equus quagga),19/11/2016,218
Plains zebra (Equus quagga),20/11/2016,228
Plains zebra (Equus quagga),21/11/2016,321
Plains zebra (Equus quagga),22/11/2016,360
Plains zebra (Equus quagga),23/11/2016,319
Plains zebra (Equus quagga),24/11/2016,245
Plains zebra (Equus quagga),25/11/2016,244
Plains zebra (Equus quagga),26/11/2016,235
Plains zebra (Equus quagga),27/11/2016,262
Plains zebra (Equus quagga),28/11/2016,447
Plains zebra (Equus quagga),29/11/2016,287
Plains zebra (Equus quagga),30/11/2016,582
Plains zebra (Equus quagga),01/12/2016,446
Plains zebra (Equus quagga),02/12/2016,259
Plains zebra (Equus quagga),03/12/2016,372
Plains zebra (Equus quagga),04/12/2016,475
Plains zebra (Equus quagga),05/12/2016,324
Plains zebra (Equus quagga),06/12/2016,282
Plains zebra (Equus quagga),07/12/2016,385
Plains zebra (Equus quagga),08/12/2016,295
Plains zebra (Equus quagga),09/12/2016,306
Plains zebra (Equus quagga),10/12/2016,364
Plains zebra (Equus quagga),11/12/2016,261
Plains zebra (Equus quagga),12/12/2016,256
Plains zebra (Equus quagga),13/12/2016,618
Plains zebra (Equus quagga),14/12/2016,225
Plains zebra (Equus quagga),15/12/2016,332
Plains zebra (Equus quagga),16/12/2016,411
Plains zebra (Equus quagga),17/12/2016,307
Plains zebra (Equus quagga),18/12/2016,475
Plains zebra (Equus quagga),19/12/2016,329
Plains zebra (Equus quagga),20/12/2016,219
Plains zebra (Equus quagga),21/12/2016,273
Plains zebra (Equus quagga),22/12/2016,297
Plains zebra (Equus quagga),23/12/2016,321
Plains zebra (Equus quagga),24/12/2016,304
Plains zebra (Equus quagga),25/12/2016,345
Plains zebra (Equus quagga),26/12/2016,216
Plains zebra (Equus quagga),27/12/2016,208
Plains zebra (Equus quagga),28/12/2016,334
Plains zebra (Equus quagga),29/12/2016,352
Plains zebra (Equus quagga),30/12/2016,517
Plains zebra (Equus quagga),31/12/2016,347
Sooty shearwater (Puffinus griseus),01/01/2016,9
Sooty shearwater (Puffinus griseus),02/01/2016,0
Sooty shearwater (Puffinus griseus),03/01/2016,10
Sooty shearwater (Puffinus griseus),04/01/2016,10
Sooty shearwater (Puffinus griseus),05/01/2016,6
Sooty shearwater (Puffinus griseus),06/01/2016,5
Sooty shearwater (Puffinus griseus),07/01/2016,15
Sooty shearwater (Puffinus griseus),08/01/2016,4
Sooty shearwater (Puffinus griseus),09/01/2016,12
Sooty shearwater (Puffinus griseus),10/01/2016,15
Sooty shearwater (Puffinus griseus),11/01/2016,6
Sooty shearwater (Puffinus griseus),12/01/2016,15
Sooty shearwater (Puffinus griseus),13/01/2016,4
Sooty shearwater (Puffinus griseus),14/01/2016,2
Sooty shearwater (Puffinus griseus),15/01/2016,4
Sooty shearwater (Puffinus griseus),16/01/2016,0
Sooty shearwater (Puffinus griseus),17/01/2016,32
Sooty shearwater (Puffinus griseus),18/01/2016,6
Sooty shearwater (Puffinus griseus),19/01/2016,2
Sooty shearwater (Puffinus griseus),20/01/2016,14
Sooty shearwater (Puffinus griseus),21/01/2016,6
Sooty shearwater (Puffinus griseus),22/01/2016,6
Sooty shearwater (Puffinus griseus),23/01/2016,18
Sooty shearwater (Puffinus griseus),24/01/2016,1
Sooty shearwater (Puffinus griseus),25/01/2016,21
Sooty shearwater (Puffinus griseus),26/01/2016,39
Sooty shearwater (Puffinus griseus),27/01/2016,14
Sooty shearwater (Puffinus griseus),28/01/2016,30
Sooty shearwater (Puffinus griseus),29/01/2016,43
Sooty shearwater (Puffinus griseus),30/01/2016,1
Sooty shearwater (Puffinus griseus),31/01/2016,8
Sooty shearwater (Puffinus griseus),01/02/2016,2
Sooty shearwater (Puffinus griseus),02/02/2016,37
Sooty shearwater (Puffinus griseus),03/02/2016,32
Sooty shearwater (Puffinus griseus),04/02/2016,9
Sooty shearwater (Puffinus griseus),05/02/2016,16
Sooty shearwater (Puffinus griseus),06/02/2016,9
Sooty shearwater (Puffinus griseus),07/02/2016,1
Sooty shearwater (Puffinus griseus),08/02/2016,9
Sooty shearwater (Puffinus griseus),09/02/2016,28
Sooty shearwater (Puffinus griseus),10/02/2016,3
Sooty shearwater (Puffinus griseus),11/02/2016,5
Sooty shearwater (Puffinus griseus),12/02/2016,6
Sooty shearwater (Puffinus griseus),13/02/2016,43
Sooty shearwater (Puffinus griseus),14/02/2016,3
Sooty shearwater (Puffinus griseus),15/02/2016,5
Sooty shearwater (Puffinus griseus),16/02/2016,19
Sooty shearwater (Puffinus griseus),17/02/2016,8
Sooty shearwater (Puffinus griseus),18/02/2016,19
Sooty shearwater (Puffinus griseus),19/02/2016,5
Sooty shearwater (Puffinus griseus),20/02/2016,4
Sooty shearwater (Puffinus griseus),21/02/2016,13
Sooty shearwater (Puffinus griseus),22/02/2016,9
Sooty shearwater (Puffinus griseus),23/02/2016,31
Sooty shearwater (Puffinus griseus),24/02/2016,15
Sooty shearwater (Puffinus griseus),25/02/2016,6
Sooty shearwater (Puffinus griseus),26/02/2016,24
Sooty shearwater (Puffinus griseus),27/02/2016,7
Sooty shearwater (Puffinus griseus),28/02/2016,4
Sooty shearwater (Puffinus griseus),29/02/2016,4
Sooty shearwater (Puffinus griseus),01/03/2016,5
Sooty shearwater (Puffinus griseus),02/03/2016,5
Sooty shearwater (Puffinus griseus),03/03/2016,2
Sooty shearwater (Puffinus griseus),04/03/2016,2
Sooty shearwater (Puffinus griseus),05/03/2016,74
Sooty shearwater (Puffinus griseus),06/03/2016,1
Sooty shearwater (Puffinus griseus),07/03/2016,4
Sooty shearwater (Puffinus griseus),08/03/2016,4
Sooty shearwater (Puffinus griseus),09/03/2016,34
Sooty shearwater (Puffinus griseus),10/03/2016,6
Sooty shearwater (Puffinus griseus),11/03/2016,11
Sooty shearwater (Puffinus griseus),12/03/2016,1
Sooty shearwater (Puffinus griseus),13/03/2016,4
Sooty shearwater (Puffinus griseus),14/03/2016,42
Sooty shearwater (Puffinus griseus),15/03/2016,4
Sooty shearwater (Puffinus griseus),16/03/2016,9
Sooty shearwater (Puffinus griseus),17/03/2016,8
Sooty shearwater (Puffinus griseus),18/03/2016,34
Sooty shearwater (Puffinus griseus),19/03/2016,4
Sooty shearwater (Puffinus griseus),20/03/2016,3
Sooty shearwater (Puffinus griseus),21/03/2016,4
Sooty shearwater (Puffinus griseus),22/03/2016,4
Sooty shearwater (Puffinus griseus),23/03/2016,9
Sooty shearwater (Puffinus griseus),24/03/2016,25
Sooty shearwater (Puffinus griseus),25/03/2016,5
Sooty shearwater (Puffinus griseus),26/03/2016,0
Sooty shearwater (Puffinus griseus),27/03/2016,1
Sooty shearwater (Puffinus griseus),28/03/2016,1
Sooty shearwater (Puffinus griseus),29/03/2016,1
Sooty shearwater (Puffinus griseus),30/03/2016,2
Sooty shearwater (Puffinus griseus),31/03/2016,15
Sooty shearwater (Puffinus griseus),01/04/2016,3
Sooty shearwater (Puffinus griseus),02/04/2016,68
Sooty shearwater (Puffinus griseus),03/04/2016,11
Sooty shearwater (Puffinus griseus),04/04/2016,3
Sooty shearwater (Puffinus griseus),05/04/2016,3
Sooty shearwater (Puffinus griseus),06/04/2016,19
Sooty shearwater (Puffinus griseus),07/04/2016,6
Sooty shearwater (Puffinus griseus),08/04/2016,24
Sooty shearwater (Puffinus griseus),09/04/2016,2
Sooty shearwater (Puffinus griseus),10/04/2016,4
Sooty shearwater (Puffinus griseus),11/04/2016,3
Sooty shearwater (Puffinus griseus),12/04/2016,9
Sooty shearwater (Puffinus griseus),13/04/2016,12
Sooty shearwater (Puffinus griseus),14/04/2016,44
Sooty shearwater (Puffinus griseus),15/04/2016,40
Sooty shearwater (Puffinus griseus),16/04/2016,2
Sooty shearwater (Puffinus griseus),17/04/2016,4
Sooty shearwater (Puffinus griseus),18/04/2016,7
Sooty shearwater (Puffinus griseus),19/04/2016,25
Sooty shearwater (Puffinus griseus),20/04/2016,12
Sooty shearwater (Puffinus griseus),21/04/2016,3
Sooty shearwater (Puffinus griseus),22/04/2016,25
Sooty shearwater (Puffinus griseus),23/04/2016,9
Sooty shearwater (Puffinus griseus),24/04/2016,6
Sooty shearwater (Puffinus griseus),25/04/2016,5
Sooty shearwater (Puffinus griseus),26/04/2016,5
Sooty shearwater (Puffinus griseus),27/04/2016,17
Sooty shearwater (Puffinus griseus),28/04/2016,0
Sooty shearwater (Puffinus griseus),29/04/2016,45
Sooty shearwater (Puffinus griseus),30/04/2016,41
Sooty shearwater (Puffinus griseus),01/05/2016,7
Sooty shearwater (Puffinus griseus),02/05/2016,14
Sooty shearwater (Puffinus griseus),03/05/2016,19
Sooty shearwater (Puffinus griseus),04/05/2016,37
Sooty shearwater (Puffinus griseus),05/05/2016,3
Sooty shearwater (Puffinus griseus),06/05/2016,14
Sooty shearwater (Puffinus griseus),07/05/2016,21
Sooty shearwater (Puffinus griseus),08/05/2016,5
Sooty shearwater (Puffinus griseus),09/05/2016,7
Sooty shearwater (Puffinus griseus),10/05/2016,3
Sooty shearwater (Puffinus griseus),11/05/2016,12
Sooty shearwater (Puffinus griseus),12/05/2016,11
Sooty shearwater (Puffinus griseus),13/05/2016,6
Sooty shearwater (Puffinus griseus),14/05/2016,0
Sooty shearwater (Puffinus griseus),15/05/2016,3
Sooty shearwater (Puffinus griseus),16/05/2016,6
Sooty shearwater (Puffinus griseus),17/05/2016,21
Sooty shearwater (Puffinus griseus),18/05/2016,10
Sooty shearwater (Puffinus griseus),19/05/2016,8
Sooty shearwater (Puffinus griseus),20/05/2016,3
Sooty shearwater (Puffinus griseus),21/05/2016,29
Sooty shearwater (Puffinus griseus),22/05/2016,7
Sooty shearwater (Puffinus griseus),23/05/2016,4
Sooty shearwater (Puffinus griseus),24/05/2016,9
Sooty shearwater (Puffinus griseus),25/05/2016,32
Sooty shearwater (Puffinus griseus),26/05/2016,3
Sooty shearwater (Puffinus griseus),27/05/2016,12
Sooty shearwater (Puffinus griseus),28/05/2016,28
Sooty shearwater (Puffinus griseus),29/05/2016,16
Sooty shearwater (Puffinus griseus),30/05/2016,0
Sooty shearwater (Puffinus griseus),31/05/2016,60
Sooty shearwater (Puffinus griseus),01/06/2016,6
Sooty shearwater (Puffinus griseus),02/06/2016,26
Sooty shearwater (Puffinus griseus),03/06/2016,67
Sooty shearwater (Puffinus griseus),04/06/2016,1
Sooty shearwater (Puffinus griseus),05/06/2016,15
Sooty shearwater (Puffinus griseus),06/06/2016,3
Sooty shearwater (Puffinus griseus),07/06/2016,10
Sooty shearwater (Puffinus griseus),08/06/2016,1
Sooty shearwater (Puffinus griseus),09/06/2016,7
Sooty shearwater (Puffinus griseus),10/06/2016,12
Sooty shearwater (Puffinus griseus),11/06/2016,4
Sooty shearwater (Puffinus griseus),12/06/2016,3
Sooty shearwater (Puffinus griseus),13/06/2016,10
Sooty shearwater (Puffinus griseus),14/06/2016,9
Sooty shearwater (Puffinus griseus),15/06/2016,24
Sooty shearwater (Puffinus griseus),16/06/2016,5
Sooty shearwater (Puffinus griseus),17/06/2016,4
Sooty shearwater (Puffinus griseus),18/06/2016,1
Sooty shearwater (Puffinus griseus),19/06/2016,15
Sooty shearwater (Puffinus griseus),20/06/2016,12
Sooty shearwater (Puffinus griseus),21/06/2016,15
Sooty shearwater (Puffinus griseus),22/06/2016,4
Sooty shearwater (Puffinus griseus),23/06/2016,3
Sooty shearwater (Puffinus griseus),24/06/2016,0
Sooty shearwater (Puffinus griseus),25/06/2016,15
Sooty shearwater (Puffinus griseus),26/06/2016,0
Sooty shearwater (Puffinus griseus),27/06/2016,2
Sooty shearwater (Puffinus griseus),28/06/2016,7
Sooty shearwater (Puffinus griseus),29/06/2016,0
Sooty shearwater (Puffinus griseus),30/06/2016,7
Sooty shearwater (Puffinus griseus),01/07/2016,3
Sooty shearwater (Puffinus griseus),02/07/2016,2
Sooty shearwater (Puffinus griseus),03/07/2016,8
Sooty shearwater (Puffinus griseus),04/07/2016,27
Sooty shearwater (Puffinus griseus),05/07/2016,44
Sooty shearwater (Puffinus griseus),06/07/2016,22
Sooty shearwater (Puffinus griseus),07/07/2016,17
Sooty shearwater (Puffinus griseus),08/07/2016,3
Sooty shearwater (Puffinus griseus),09/07/2016,6
Sooty shearwater (Puffinus griseus),10/07/2016,4
Sooty shearwater (Puffinus griseus),11/07/2016,27
Sooty shearwater (Puffinus griseus),12/07/2016,0
Sooty shearwater (Puffinus griseus),13/07/2016,9
Sooty shearwater (Puffinus griseus),14/07/2016,8
Sooty shearwater (Puffinus griseus),15/07/2016,2
Sooty shearwater (Puffinus griseus),16/07/2016,2
Sooty shearwater (Puffinus griseus),17/07/2016,39
Sooty shearwater (Puffinus griseus),18/07/2016,26
Sooty shearwater (Puffinus griseus),19/07/2016,15
Sooty shearwater (Puffinus griseus),20/07/2016,31
Sooty shearwater (Puffinus griseus),21/07/2016,3
Sooty shearwater (Puffinus griseus),22/07/2016,2
Sooty shearwater (Puffinus griseus),23/07/2016,24
Sooty shearwater (Puffinus griseus),24/07/2016,22
Sooty shearwater (Puffinus griseus),25/07/2016,5
Sooty shearwater (Puffinus griseus),26/07/2016,3
Sooty shearwater (Puffinus griseus),27/07/2016,2
Sooty shearwater (Puffinus griseus),28/07/2016,5
Sooty shearwater (Puffinus griseus),29/07/2016,4
Sooty shearwater (Puffinus griseus),30/07/2016,19
Sooty shearwater (Puffinus griseus),31/07/2016,11
Sooty shearwater (Puffinus griseus),01/08/2016,12
Sooty shearwater (Puffinus griseus),02/08/2016,4
Sooty shearwater (Puffinus griseus),03/08/2016,26
Sooty shearwater (Puffinus griseus),04/08/2016,14
Sooty shearwater (Puffinus griseus),05/08/2016,21
Sooty shearwater (Puffinus griseus),06/08/2016,0
Sooty shearwater (Puffinus griseus),07/08/2016,2
Sooty shearwater (Puffinus griseus),08/08/2016,1
Sooty shearwater (Puffinus griseus),09/08/2016,4
Sooty shearwater (Puffinus griseus),10/08/2016,11
Sooty shearwater (Puffinus griseus),11/08/2016,46
Sooty shearwater (Puffinus griseus),12/08/2016,32
Sooty shearwater (Puffinus griseus),13/08/2016,26
Sooty shearwater (Puffinus griseus),14/08/2016,3
Sooty shearwater (Puffinus griseus),15/08/2016,24
Sooty shearwater (Puffinus griseus),16/08/2016,3
Sooty shearwater (Puffinus griseus),17/08/2016,17
Sooty shearwater (Puffinus griseus),18/08/2016,30
Sooty shearwater (Puffinus griseus),19/08/2016,3
Sooty shearwater (Puffinus griseus),20/08/2016,3
Sooty shearwater (Puffinus griseus),21/08/2016,30
Sooty shearwater (Puffinus griseus),22/08/2016,22
Sooty shearwater (Puffinus griseus),23/08/2016,11
Sooty shearwater (Puffinus griseus),24/08/2016,2
Sooty shearwater (Puffinus griseus),25/08/2016,5
Sooty shearwater (Puffinus griseus),26/08/2016,11
Sooty shearwater (Puffinus griseus),27/08/2016,3
Sooty shearwater (Puffinus griseus),28/08/2016,9
Sooty shearwater (Puffinus griseus),29/08/2016,7
Sooty shearwater (Puffinus griseus),30/08/2016,5
Sooty shearwater (Puffinus griseus),31/08/2016,8
Sooty shearwater (Puffinus griseus),01/09/2016,6
Sooty shearwater (Puffinus griseus),02/09/2016,46
Sooty shearwater (Puffinus griseus),03/09/2016,5
Sooty shearwater (Puffinus griseus),04/09/2016,4
Sooty shearwater (Puffinus griseus),05/09/2016,27
Sooty shearwater (Puffinus griseus),06/09/2016,32
Sooty shearwater (Puffinus griseus),07/09/2016,5
Sooty shearwater (Puffinus griseus),08/09/2016,53
Sooty shearwater (Puffinus griseus),09/09/2016,13
Sooty shearwater (Puffinus griseus),10/09/2016,4
Sooty shearwater (Puffinus griseus),11/09/2016,10
Sooty shearwater (Puffinus griseus),12/09/2016,3
Sooty shearwater (Puffinus griseus),13/09/2016,6
Sooty shearwater (Puffinus griseus),14/09/2016,0
Sooty shearwater (Puffinus griseus),15/09/2016,1
Sooty shearwater (Puffinus griseus),16/09/2016,3
Sooty shearwater (Puffinus griseus),17/09/2016,23
Sooty shearwater (Puffinus griseus),18/09/2016,8
Sooty shearwater (Puffinus griseus),19/09/2016,35
Sooty shearwater (Puffinus griseus),20/09/2016,23
Sooty shearwater (Puffinus griseus),21/09/2016,4
Sooty shearwater (Puffinus griseus),22/09/2016,4
Sooty shearwater (Puffinus griseus),23/09/2016,30
Sooty shearwater (Puffinus griseus),24/09/2016,17
Sooty shearwater (Puffinus griseus),25/09/2016,28
Sooty shearwater (Puffinus griseus),26/09/2016,8
Sooty shearwater (Puffinus griseus),27/09/2016,3
Sooty shearwater (Puffinus griseus),28/09/2016,7
Sooty shearwater (Puffinus griseus),29/09/2016,13
Sooty shearwater (Puffinus griseus),30/09/2016,3
Sooty shearwater (Puffinus griseus),01/10/2016,3
Sooty shearwater (Puffinus griseus),02/10/2016,19
Sooty shearwater (Puffinus griseus),03/10/2016,16
Sooty shearwater (Puffinus griseus),04/10/2016,25
Sooty shearwater (Puffinus griseus),05/10/2016,13
Sooty shearwater (Puffinus griseus),06/10/2016,29
Sooty shearwater (Puffinus griseus),07/10/2016,4
Sooty shearwater (Puffinus griseus),08/10/2016,15
Sooty shearwater (Puffinus griseus),09/10/2016,1
Sooty shearwater (Puffinus griseus),10/10/2016,67
Sooty shearwater (Puffinus griseus),11/10/2016,23
Sooty shearwater (Puffinus griseus),12/10/2016,5
Sooty shearwater (Puffinus griseus),13/10/2016,11
Sooty shearwater (Puffinus griseus),14/10/2016,6
Sooty shearwater (Puffinus griseus),15/10/2016,12
Sooty shearwater (Puffinus griseus),16/10/2016,10
Sooty shearwater (Puffinus griseus),17/10/2016,9
Sooty shearwater (Puffinus griseus),18/10/2016,20
Sooty shearwater (Puffinus griseus),19/10/2016,15
Sooty shearwater (Puffinus griseus),20/10/2016,1
Sooty shearwater (Puffinus griseus),21/10/2016,14
Sooty shearwater (Puffinus griseus),22/10/2016,1
Sooty shearwater (Puffinus griseus),23/10/2016,5
Sooty shearwater (Puffinus griseus),24/10/2016,1
Sooty shearwater (Puffinus griseus),25/10/2016,22
Sooty shearwater (Puffinus griseus),26/10/2016,9
Sooty shearwater (Puffinus griseus),27/10/2016,3
Sooty shearwater (Puffinus griseus),28/10/2016,23
Sooty shearwater (Puffinus griseus),29/10/2016,3
Sooty shearwater (Puffinus griseus),30/10/2016,25
Sooty shearwater (Puffinus griseus),31/10/2016,17
Sooty shearwater (Puffinus griseus),01/11/2016,10
Sooty shearwater (Puffinus griseus),02/11/2016,36
Sooty shearwater (Puffinus griseus),03/11/2016,5
Sooty shearwater (Puffinus griseus),04/11/2016,9
Sooty shearwater (Puffinus griseus),05/11/2016,4
Sooty shearwater (Puffinus griseus),06/11/2016,28
Sooty shearwater (Puffinus griseus),07/11/2016,50
Sooty shearwater (Puffinus griseus),08/11/2016,6
Sooty shearwater (Puffinus griseus),09/11/2016,17
Sooty shearwater (Puffinus griseus),10/11/2016,4
Sooty shearwater (Puffinus griseus),11/11/2016,6
Sooty shearwater (Puffinus griseus),12/11/2016,3
Sooty shearwater (Puffinus griseus),13/11/2016,2
Sooty shearwater (Puffinus griseus),14/11/2016,6
Sooty shearwater (Puffinus griseus),15/11/2016,23
Sooty shearwater (Puffinus griseus),16/11/2016,16
Sooty shearwater (Puffinus griseus),17/11/2016,13
Sooty shearwater (Puffinus griseus),18/11/2016,10
Sooty shearwater (Puffinus griseus),19/11/2016,3
Sooty shearwater (Puffinus griseus),20/11/2016,7
Sooty shearwater (Puffinus griseus),21/11/2016,41
Sooty shearwater (Puffinus griseus),22/11/2016,11
Sooty shearwater (Puffinus griseus),23/11/2016,13
Sooty shearwater (Puffinus griseus),24/11/2016,19
Sooty shearwater (Puffinus griseus),25/11/2016,5
Sooty shearwater (Puffinus griseus),26/11/2016,8
Sooty shearwater (Puffinus griseus),27/11/2016,36
Sooty shearwater (Puffinus griseus),28/11/2016,3
Sooty shearwater (Puffinus griseus),29/11/2016,16
Sooty shearwater (Puffinus griseus),30/11/2016,7
Sooty shearwater (Puffinus griseus),01/12/2016,18
Sooty shearwater (Puffinus griseus),02/12/2016,3
Sooty shearwater (Puffinus griseus),03/12/2016,5
Sooty shearwater (Puffinus griseus),04/12/2016,6
Sooty shearwater (Puffinus griseus),05/12/2016,13
Sooty shearwater (Puffinus griseus),06/12/2016,39
Sooty shearwater (Puffinus griseus),07/12/2016,20
Sooty shearwater (Puffinus griseus),08/12/2016,17
Sooty shearwater (Puffinus griseus),09/12/2016,2
Sooty shearwater (Puffinus griseus),10/12/2016,4
Sooty shearwater (Puffinus griseus),11/12/2016,0
Sooty shearwater (Puffinus griseus),12/12/2016,17
Sooty shearwater (Puffinus griseus),13/12/2016,18
Sooty shearwater (Puffinus griseus),14/12/2016,8
Sooty shearwater (Puffinus griseus),15/12/2016,6
